false_positive_rate,true_positive_rate,thresholds
0.0,0.0,inf
0.0,0.0005181347150259067,0.99998176
0.0,0.007253886010362694,0.9999472
0.0,0.008290155440414507,0.9999467
0.0,0.009844559585492229,0.9999404
0.0,0.010880829015544042,0.9999397
0.0,0.03782383419689119,0.99982566
0.0,0.038860103626943004,0.99982196
0.0,0.04559585492227979,0.9997918
0.0,0.046632124352331605,0.99978894
0.0,0.05181347150259067,0.99975735
0.0,0.05284974093264249,0.9997539
0.0,0.05595854922279793,0.99974126
0.0,0.05699481865284974,0.99974006
0.0,0.09015544041450778,0.9995864
0.0,0.0922279792746114,0.9995802
0.0,0.12746113989637306,0.9993994
0.0,0.12849740932642487,0.9993993
0.0,0.15025906735751296,0.9992525
0.0,0.15129533678756477,0.99924976
0.0,0.17772020725388601,0.99906117
0.0,0.17875647668393782,0.9990595
0.0,0.21968911917098446,0.9987583
0.0,0.22072538860103627,0.9987546
0.0,0.22435233160621762,0.99873763
0.0,0.22538860103626943,0.99873465
0.0,0.2559585492227979,0.99849796
0.0,0.25699481865284973,0.99849653
0.0,0.27150259067357513,0.9984151
0.0,0.27253886010362693,0.9984126
0.0,0.27927461139896376,0.9983563
0.0,0.28031088082901556,0.99835604
0.0,0.3450777202072539,0.9979023
0.0,0.3461139896373057,0.99789536
0.0,0.3518134715025907,0.9978346
0.0,0.3528497409326425,0.99783355
0.0,0.361139896373057,0.99778026
0.0,0.3621761658031088,0.9977754
0.0,0.38238341968911915,0.9976357
0.0,0.38341968911917096,0.99763227
0.0,0.4082901554404145,0.9973557
2.713343408881858e-06,0.4082901554404145,0.9973514
2.713343408881858e-06,0.4471502590673575,0.9969501
2.713343408881858e-06,0.4481865284974093,0.99694675
2.713343408881858e-06,0.49844559585492226,0.9960562
5.426686817763716e-06,0.49844559585492226,0.99604994
5.426686817763716e-06,0.5150259067357513,0.9956916
8.140030226645575e-06,0.5150259067357513,0.99568415
8.140030226645575e-06,0.5269430051813472,0.9954353
1.0853373635527432e-05,0.5269430051813472,0.9954234
1.0853373635527432e-05,0.538860103626943,0.9951468
1.3566717044409292e-05,0.538860103626943,0.9951201
1.3566717044409292e-05,0.5544041450777202,0.9947561
1.628006045329115e-05,0.5544041450777202,0.9947502
1.628006045329115e-05,0.572020725388601,0.9941571
1.899340386217301e-05,0.572020725388601,0.9941484
1.899340386217301e-05,0.572538860103627,0.99410844
2.1706747271054865e-05,0.572538860103627,0.9941004
2.1706747271054865e-05,0.583419689119171,0.9936807
2.4420090679936724e-05,0.583419689119171,0.9936645
2.4420090679936724e-05,0.5865284974093264,0.9935783
2.7133434088818584e-05,0.5865284974093264,0.99356353
2.7133434088818584e-05,0.5922279792746113,0.9934323
2.9846777497700443e-05,0.5922279792746113,0.99341375
2.9846777497700443e-05,0.5979274611398964,0.9930419
3.25601209065823e-05,0.5979274611398964,0.9930207
3.25601209065823e-05,0.6077720207253886,0.9925788
3.5273464315464155e-05,0.6077720207253886,0.99256164
3.5273464315464155e-05,0.6207253886010363,0.9921665
3.798680772434602e-05,0.6207253886010363,0.992157
3.798680772434602e-05,0.6233160621761658,0.992092
4.0700151133227874e-05,0.6233160621761658,0.9920798
4.0700151133227874e-05,0.6274611398963731,0.9918972
4.341349454210973e-05,0.6274611398963731,0.9918944
4.341349454210973e-05,0.6300518134715026,0.99179393
4.612683795099159e-05,0.6300518134715026,0.9917787
4.612683795099159e-05,0.6341968911917099,0.99155265
4.884018135987345e-05,0.6341968911917099,0.99140805
4.884018135987345e-05,0.6378238341968911,0.9911912
5.1553524768755305e-05,0.6378238341968911,0.9911814
5.1553524768755305e-05,0.638860103626943,0.9910033
5.426686817763717e-05,0.638860103626943,0.9909758
5.426686817763717e-05,0.6523316062176165,0.9900767
5.6980211586519024e-05,0.6523316062176165,0.990049
5.6980211586519024e-05,0.6549222797927461,0.98993474
5.9693554995400886e-05,0.6549222797927461,0.9898774
5.9693554995400886e-05,0.6699481865284974,0.9888447
6.240689840428274e-05,0.6699481865284974,0.988818
6.240689840428274e-05,0.672538860103627,0.98867255
6.51202418131646e-05,0.672538860103627,0.9886663
6.51202418131646e-05,0.6756476683937824,0.98837996
7.054692863092831e-05,0.6756476683937824,0.98834515
7.054692863092831e-05,0.6772020725388601,0.98825836
7.326027203981018e-05,0.6772020725388601,0.9882406
7.326027203981018e-05,0.6808290155440414,0.98792124
8.140030226645575e-05,0.6808290155440414,0.9878108
8.140030226645575e-05,0.6813471502590673,0.9877983
8.41136456753376e-05,0.6813471502590673,0.98776233
8.41136456753376e-05,0.6818652849740933,0.9877214
8.682698908421946e-05,0.6818652849740933,0.9876966
8.682698908421946e-05,0.6829015544041451,0.9876024
8.954033249310133e-05,0.6829015544041451,0.98757
8.954033249310133e-05,0.6844559585492228,0.98748547
9.225367590198319e-05,0.6844559585492228,0.9874256
9.225367590198319e-05,0.689119170984456,0.9870667
9.76803627197469e-05,0.689119170984456,0.9870105
9.76803627197469e-05,0.6917098445595855,0.9868255
0.00010039370612862875,0.6917098445595855,0.9868175
0.00010039370612862875,0.6968911917098446,0.98625386
0.00010310704953751061,0.6968911917098446,0.98624957
0.00010310704953751061,0.6984455958549223,0.9861413
0.00010853373635527434,0.6984455958549223,0.9861077
0.00010853373635527434,0.7015544041450777,0.9857633
0.00011124707976415619,0.7015544041450777,0.9857268
0.00011124707976415619,0.7025906735751295,0.98568994
0.00011396042317303805,0.7025906735751295,0.9856893
0.00011396042317303805,0.7124352331606217,0.98471075
0.00011938710999080177,0.7124352331606217,0.984671
0.00011938710999080177,0.7134715025906736,0.98466784
0.00012481379680856548,0.7134715025906736,0.98461795
0.00012481379680856548,0.7150259067357513,0.98432237
0.00012752714021744735,0.7150259067357513,0.9843135
0.00012752714021744735,0.7155440414507772,0.984244
0.0001302404836263292,0.7155440414507772,0.9842414
0.0001302404836263292,0.7186528497409327,0.983969
0.00013295382703521107,0.7186528497409327,0.98391795
0.00013295382703521107,0.7202072538860104,0.9837939
0.0001356671704440929,0.7202072538860104,0.9837896
0.0001356671704440929,0.7207253886010363,0.9837712
0.00013838051385297478,0.7207253886010363,0.98363036
0.00013838051385297478,0.7264248704663212,0.9830256
0.0001438072006707385,0.7264248704663212,0.9828615
0.0001438072006707385,0.7274611398963731,0.9827322
0.00014652054407962036,0.7274611398963731,0.9827157
0.00014652054407962036,0.7290155440414507,0.98242617
0.00015194723089738407,0.7290155440414507,0.98226285
0.00015194723089738407,0.7300518134715026,0.9821321
0.00015737391771514778,0.7300518134715026,0.98199815
0.00015737391771514778,0.7331606217616581,0.9812573
0.0001628006045329115,0.7331606217616581,0.9810839
0.0001628006045329115,0.7341968911917098,0.98093367
0.00016551394794179337,0.7341968911917098,0.98082906
0.00016551394794179337,0.7352331606217617,0.98079693
0.0001817940083950845,0.7352331606217617,0.98041326
0.0001817940083950845,0.7362694300518134,0.9803135
0.00018450735180396637,0.7362694300518134,0.9802624
0.00018450735180396637,0.7378238341968912,0.9800444
0.0001872206952128482,0.7378238341968912,0.9800265
0.0001872206952128482,0.7383419689119171,0.97997504
0.00018993403862173008,0.7383419689119171,0.9798814
0.00018993403862173008,0.7409326424870466,0.9796718
0.00019264738203061195,0.7409326424870466,0.9796409
0.00019264738203061195,0.7424870466321244,0.97945845
0.0001953607254394938,0.7424870466321244,0.97938466
0.0001953607254394938,0.7455958549222798,0.9788093
0.00019807406884837566,0.7455958549222798,0.9786981
0.00019807406884837566,0.7461139896373057,0.97869575
0.0002007874122572575,0.7461139896373057,0.97869086
0.0002007874122572575,0.7471502590673575,0.97860146
0.00020350075566613938,0.7471502590673575,0.9784073
0.00020350075566613938,0.7481865284974093,0.97838116
0.00020621409907502122,0.7481865284974093,0.9783765
0.00020621409907502122,0.7497409326424871,0.9780547
0.0002089274424839031,0.7497409326424871,0.9778781
0.0002089274424839031,0.7512953367875648,0.977354
0.00021164078589278496,0.7512953367875648,0.97731483
0.00021164078589278496,0.7544041450777202,0.9767725
0.0002197808161194305,0.7544041450777202,0.97656703
0.0002197808161194305,0.7575129533678756,0.9759964
