false_positive_rate,true_positive_rate,thresholds
0.0,0.0,inf
0.0,0.0005181347150259067,0.9999926
0.0,0.0025906735751295338,0.9999858
0.0,0.003626943005181347,0.9999839
0.0,0.020207253886010364,0.99995244
0.0,0.021243523316062177,0.9999515
0.0,0.043005181347150256,0.99989283
0.0,0.04404145077720207,0.99989235
0.0,0.05233160621761658,0.99986875
0.0,0.05336787564766839,0.99986696
0.0,0.06580310880829016,0.9998386
0.0,0.06683937823834196,0.99983776
0.0,0.0766839378238342,0.99981576
0.0,0.07772020725388601,0.9998142
0.0,0.08860103626943006,0.99978584
0.0,0.08963730569948186,0.99978405
0.0,0.09170984455958549,0.9997805
0.0,0.09274611398963731,0.9997793
0.0,0.09430051813471503,0.9997762
0.0,0.09533678756476684,0.99977607
0.0,0.10155440414507771,0.9997645
0.0,0.10259067357512953,0.999764
0.0,0.11398963730569948,0.999739
0.0,0.11502590673575129,0.9997372
0.0,0.12331606217616581,0.99971884
0.0,0.12435233160621761,0.9997186
0.0,0.12590673575129532,0.9997181
0.0,0.12694300518134716,0.99971455
0.0,0.12953367875647667,0.9997086
0.0,0.1305699481865285,0.9997085
0.0,0.1310880829015544,0.99970585
0.0,0.13212435233160622,0.999701
0.0,0.14455958549222797,0.9996749
0.0,0.1455958549222798,0.99967456
0.0,0.1466321243523316,0.99967027
0.0,0.14766839378238342,0.99967015
0.0,0.15233160621761657,0.9996537
0.0,0.1533678756476684,0.9996532
0.0,0.1538860103626943,0.99965274
0.0,0.15492227979274611,0.9996525
0.0,0.161139896373057,0.99964154
0.0,0.1621761658031088,0.9996406
0.0,0.16787564766839377,0.9996151
0.0,0.1689119170984456,0.9996146
0.0,0.18290155440414507,0.99958843
0.0,0.18393782383419688,0.9995875
0.0,0.1844559585492228,0.9995846
0.0,0.18549222797927462,0.99957985
0.0,0.18756476683937823,0.9995735
0.0,0.18860103626943006,0.9995726
0.0,0.19948186528497408,0.9995478
0.0,0.20051813471502591,0.99954504
0.0,0.21606217616580312,0.99948883
0.0,0.21709844559585492,0.9994875
0.0,0.21968911917098446,0.9994795
0.0,0.22072538860103627,0.99947554
0.0,0.23523316062176167,0.9994267
0.0,0.23626943005181347,0.999424
0.0,0.23989637305699482,0.99941146
0.0,0.24093264248704663,0.99940956
0.0,0.2549222797927461,0.9993443
0.0,0.2559585492227979,0.99934393
0.0,0.27150259067357513,0.9992829
0.0,0.27253886010362693,0.99928266
0.0,0.30984455958549223,0.9991049
0.0,0.31088082901554404,0.99910337
0.0,0.31865284974093266,0.99908054
2.713343408881858e-06,0.31865284974093266,0.99908006
2.713343408881858e-06,0.31917098445595854,0.9990765
5.426686817763716e-06,0.31917098445595854,0.9990741
5.426686817763716e-06,0.3238341968911917,0.99906117
5.426686817763716e-06,0.3248704663212435,0.9990607
5.426686817763716e-06,0.3476683937823834,0.9989525
5.426686817763716e-06,0.3487046632124352,0.99895096
5.426686817763716e-06,0.3694300518134715,0.9988217
5.426686817763716e-06,0.3704663212435233,0.9988199
5.426686817763716e-06,0.40621761658031086,0.9985696
5.426686817763716e-06,0.4072538860103627,0.99856347
5.426686817763716e-06,0.4160621761658031,0.99850684
5.426686817763716e-06,0.4170984455958549,0.99850535
5.426686817763716e-06,0.4616580310880829,0.99812406
8.140030226645575e-06,0.4616580310880829,0.9981128
8.140030226645575e-06,0.47253886010362695,0.9979634
8.140030226645575e-06,0.47357512953367875,0.99795216
8.140030226645575e-06,0.47875647668393784,0.99789137
1.0853373635527432e-05,0.47875647668393784,0.9978861
1.0853373635527432e-05,0.4792746113989637,0.9978854
1.3566717044409292e-05,0.4792746113989637,0.99786973
1.3566717044409292e-05,0.4803108808290155,0.9978683
1.3566717044409292e-05,0.49222797927461137,0.997701
1.628006045329115e-05,0.49222797927461137,0.997693
1.628006045329115e-05,0.5404145077720207,0.9970278
1.628006045329115e-05,0.5414507772020726,0.99701226
1.628006045329115e-05,0.549740932642487,0.9969061
1.899340386217301e-05,0.549740932642487,0.9968965
1.899340386217301e-05,0.5518134715025906,0.9968803
1.899340386217301e-05,0.5528497409326425,0.9968683
1.899340386217301e-05,0.5538860103626942,0.99685645
2.1706747271054865e-05,0.5538860103626942,0.9968438
2.1706747271054865e-05,0.5632124352331607,0.99673814
2.4420090679936724e-05,0.5632124352331607,0.99673563
2.4420090679936724e-05,0.5746113989637306,0.9964384
2.4420090679936724e-05,0.5756476683937823,0.996431
2.4420090679936724e-05,0.5823834196891192,0.99623317
2.7133434088818584e-05,0.5823834196891192,0.99622923
2.7133434088818584e-05,0.5979274611398964,0.99595743
2.9846777497700443e-05,0.5979274611398964,0.99594766
2.9846777497700443e-05,0.6051813471502591,0.9957873
3.25601209065823e-05,0.6051813471502591,0.99578357
3.25601209065823e-05,0.6088082901554405,0.9957184
3.5273464315464155e-05,0.6088082901554405,0.9957147
3.5273464315464155e-05,0.6119170984455958,0.99567163
