amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job
5.7652316,25.546526,-80.01568,10.282024,25.214766,-79.64129,91.09893,20.81181,6.0717034,9.840002,6.5161174e-08,82,12,1,944,815,10,102,179
5.7330074,38.916134,-84.469574,8.708045,38.42578,-84.674034,50.13598,22.986832,3.513296,6.8281136,4.048971,223,10,0,792,69,9,590,126
5.695616,47.81585,-119.326675,4.2433066,47.94236,-118.86945,55.932236,22.217957,4.0630193,1.9897802,0.0032959636,499,12,1,15,357,46,727,484
5.8158746,42.358826,-100.46219,6.4362626,42.51682,-100.32213,82.8873,0.6788073,8.098928,11.59418,6.0,685,10,0,43,384,8,733,393
5.695515,32.7226,-83.05267,10.578959,32.351368,-82.4409,45.786148,23.0,28.125917,8.170287,6.5161174e-08,225,10,1,524,96,33,666,393
6.8150578,40.017582,-86.954124,9.110506,40.09427,-87.47277,61.8598,2.1055336,4.234592,6.166552,3.9975047,81,2,1,675,94,25,40,308
6.866259,43.600887,-74.739716,7.313522,43.649925,-74.87591,51.00303,22.023275,19.660746,7.583916,4.095591,230,0,0,774,711,44,213,191
3.1805208,41.231438,-87.111786,6.7527294,40.32151,-87.151436,49.931335,21.798935,17.05233,4.0283337,0.89548117,51,3,0,613,545,25,117,318
5.7011547,44.03281,-75.74452,5.5377827,44.085983,-75.71295,66.46562,22.039621,17.050276,6.0114546,0.8428293,24,10,1,768,706,39,863,441
6.676234,44.374107,-74.06781,6.026382,44.484425,-73.62484,71.65924,1.909195,4.690493,2.5272434,0.94806343,140,13,0,11,118,34,226,409
6.753461,44.09253,-110.52906,11.051178,44.286816,-109.99382,77.39853,1.8296871,13.387704,4.1202507,6.5161174e-08,481,1,0,955,162,1,903,280
6.593459,40.22968,-84.5737,7.2707376,40.273403,-84.75628,41.446198,22.044947,15.241881,8.447899,4.015431,658,13,0,202,610,15,522,181
5.013493,43.08611,-108.131615,7.7299366,43.13848,-108.25935,55.148308,3.1051006,26.010666,6.8387814,3.9783418,644,5,0,3,567,2,746,176
5.697437,37.839916,-116.91173,10.789986,38.28925,-116.92597,68.90343,23.0,10.385361,9.223371,1.0596015,153,10,1,401,356,11,352,64
2.0617905,45.011326,-74.11148,7.5101504,45.06794,-74.06472,41.604336,22.241205,27.462908,5.1321993,0.45399052,178,11,0,519,82,39,523,5
5.696254,34.960857,-77.2021,7.768915,35.153103,-77.743416,50.00813,3.1085567,8.752008,2.499376,6.0,593,12,0,632,895,41,85,42
5.7921767,35.76351,-97.87959,6.7651234,35.57447,-97.782906,51.31683,0.9871226,6.833776,6.975133,6.0,142,11,0,827,643,14,780,367
6.9553037,42.90271,-72.90506,7.769297,42.790768,-73.06017,57.775345,22.064238,2.5421178,4.333908,2.9514887,68,7,1,142,483,16,338,90
5.6883535,42.56105,-98.54372,8.504719,42.5387,-98.678505,43.76093,22.905067,3.4747121,6.9929676,4.082742,668,9,0,163,463,45,473,276
3.9154036,45.136436,-71.843834,7.1398916,44.579983,-71.86429,43.521507,22.104317,6.982843,5.603831,6.5161174e-08,658,3,1,435,714,34,845,355
6.3942485,44.248035,-114.43082,6.659011,44.955063,-114.71599,36.96531,1.8601141,29.250177,9.226947,5.9019737,229,8,0,606,730,1,657,340
6.89458,37.006016,-111.587006,10.361895,37.03876,-111.553116,61.65364,22.976719,21.003794,5.185732,1.0018662,635,0,0,910,861,42,265,301
5.6286163,31.72886,-96.45288,9.548719,32.00533,-96.19163,61.19632,22.977152,14.5978985,10.045417,2.069686,65,9,1,951,256,17,949,153
6.9514365,34.185246,-77.053825,10.921245,34.093613,-77.02488,38.656643,7.5139523,27.964327,7.8674994,6.0,153,7,1,789,194,41,38,86
6.962178,29.63932,-82.399895,9.401142,29.343307,-82.137726,36.256832,3.545246e-08,10.315951,4.1610513,6.5161174e-08,253,7,0,46,391,10,260,158
6.7505956,31.351755,-90.92297,12.189173,31.118664,-91.309814,40.566753,18.733187,10.985178,3.0658133,6.5161174e-08,5,1,1,41,350,24,416,323
