amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job
2.6522546,-1.3096279,-0.70283574,1.0979348,-1.2681296,-0.7162772,1.2466159,1.3576826,0.36335465,-0.41932544,0.48731524,334,7,0,791,630,17,78,334
2.7122307,0.11110989,-0.49761873,-0.89125526,0.14794232,-0.49152955,1.8700122,1.3749875,0.2770882,-0.5531032,-0.92257375,168,6,0,581,450,6,173,320
-0.68595344,-0.9594373,-0.5736129,0.36555552,-0.9677815,-0.5775389,-1.0089701,1.3900808,-1.2011889,0.49309748,0.9630355,342,5,1,501,585,17,933,373
1.7454692,0.9588497,-0.37086552,-0.85944885,0.9453792,-0.323455,0.7049312,-1.4384382,0.09371237,0.80042934,-1.3472333,425,9,1,399,713,8,859,126
2.5419416,1.1214665,-1.0498434,-0.5567062,1.1298009,-1.0430646,-0.067609936,1.4936119,1.0559789,0.86063415,-0.42064294,463,2,0,142,83,20,635,216
2.716892,-0.006397195,-0.24377982,-0.9650467,-0.034628186,-0.23778175,-0.9934779,1.3648208,-0.65703535,-0.23579977,-1.3500817,1,6,1,186,469,40,61,83
1.7518742,0.21798816,0.23320466,-1.2092501,0.21153392,0.22835377,0.5764822,1.3703578,0.8217663,-0.08314473,-0.9424875,338,9,1,845,643,25,226,310
1.7787752,-0.39457846,-0.41395897,-0.3388676,-0.3955743,-0.48250657,1.2078607,1.4759268,1.5104237,-0.41223726,1.3697901,89,10,0,889,779,14,127,393
2.357068,0.09031845,0.3394288,1.4391246,0.087810054,0.36119702,0.34650624,-1.786644,0.41018608,0.7622442,0.98440355,156,8,0,933,478,43,921,345
2.5886004,1.0498397,0.3880299,-0.64541525,0.9671923,0.365301,-0.62523097,0.54206955,-1.2708395,-0.45337167,1.3796941,627,0,0,51,132,49,546,491
2.3721719,0.6479528,1.355968,0.32715333,0.64644915,1.2937428,-0.1743682,1.3619503,-1.1096117,0.75036126,1.3796941,218,13,0,214,586,48,741,351
-0.28366268,0.006513637,-0.36702415,0.4960037,0.09063553,-0.38028967,0.8394575,1.4956357,0.689242,0.3163536,0.95268834,366,3,0,193,39,6,36,286
2.6396306,-1.5322467,-0.27016464,0.6160284,-1.4795599,-0.31195527,0.27403486,1.1762981,-0.52378833,1.1564771,0.4919426,54,7,0,346,455,24,97,97
1.8315074,-0.8941435,-1.2104665,-0.6661201,-0.90722585,-1.1748682,-0.9119173,1.4752878,-0.15147197,-0.025059827,-0.43494532,623,8,0,790,342,12,330,232
-0.93185055,0.18642524,-0.9826738,0.90775406,0.1496074,-0.9882458,1.2510538,-1.6301037,-0.3065353,0.7668848,0.4897587,38,5,0,364,668,38,197,478
2.4435735,0.063532084,1.0885965,-0.1801344,0.06808556,1.0236248,0.99594176,-1.7410599,-1.1754085,0.71425784,0.46209925,186,13,1,2,765,13,380,253
-1.1098802,-0.6917645,0.23375145,0.6946456,-0.70070857,0.20467226,-0.45209694,-1.7362682,-0.46577793,-0.44669163,1.3462679,504,11,0,742,753,30,845,383
2.6356995,-0.07617,0.56756,0.88099945,-0.088940516,0.5470572,0.16883422,1.3421435,0.600523,-1.5605129,0.028815448,442,7,0,750,631,9,741,97
2.6162164,-1.4786769,0.3204516,1.0239693,-1.5006223,0.31947857,1.1714172,1.4850255,0.466005,0.6765375,0.46659902,557,0,1,960,385,33,445,245
1.80407,0.049863316,0.97338414,0.22478507,0.089286976,0.9211434,0.28743255,-0.8426998,1.4676493,-1.400854,1.3796941,314,4,0,862,71,32,856,50
1.7759513,0.80647194,-1.8021024,-0.6032861,0.8382081,-1.787975,1.1774743,-1.5132744,-1.4140903,-0.5665971,0.88676023,421,9,1,365,602,23,605,39
-1.055913,1.0752894,0.15619697,-0.14916945,1.0513651,0.16381167,-1.447409,-1.7089345,0.2860229,-0.40227228,0.4744802,337,5,1,571,230,49,516,432
-0.33520463,0.7310159,-1.2590302,-0.15654922,0.6714671,-1.2904649,1.2735486,-1.7648239,0.46270877,-0.6064708,-1.3500817,365,11,0,629,766,1,969,140
2.7514498,1.0323468,-1.8460146,-1.1966653,1.0322531,-1.8264946,0.2666919,1.4824495,0.1775144,-1.2347851,-0.41927665,2,6,0,537,201,1,221,29
1.7132168,-0.32922557,-0.6069021,0.8286792,-0.30959585,-0.625029,-0.4621269,1.3455662,-1.1398178,-1.4763961,0.018059144,146,12,0,927,464,14,684,229
2.5033026,-1.5205464,-0.30395594,-0.13218105,-1.4722354,-0.27605402,-0.20491168,-1.4451458,0.86885065,0.6688942,-1.3500817,153,1,1,907,647,17,264,242
1.7750373,1.2433699,1.2493951,-0.9135475,1.2040725,1.258163,-0.0019977726,-1.6025186,0.30418208,0.14944085,-1.3500817,410,12,1,363,495,34,329,165
1.7627198,-0.25548598,0.5926653,-1.648729,-0.16075306,0.61765,-0.24037692,1.4956357,1.0836039,1.0153017,1.3796941,335,9,1,431,301,41,90,124
2.6007895,1.1161155,-0.9668104,-0.84022546,1.106527,-0.96394974,-0.10213692,1.4833279,-0.38898498,-0.6849832,-0.4263639,158,0,1,924,223,3,20,12
1.0746905,0.9873366,-1.0898939,-0.44058785,0.9756898,-1.0378436,0.7634153,-1.5638324,-0.30898243,1.3451583,0.45680907,591,9,1,234,268,20,520,90
2.5424056,-0.008501796,-0.29301977,0.43522945,0.00516635,-0.3163273,-0.28391272,1.0674083,-1.1033258,1.057059,1.3682853,54,2,0,469,850,40,9,175
2.745773,1.3096682,1.0286657,-0.0695584,1.273703,1.0369964,0.5757032,1.3529185,0.6532688,0.12600718,-0.42434564,81,6,1,59,139,39,711,32
2.42938,1.1062636,1.2391539,1.0000641,1.1102287,1.2179899,0.9550083,-1.6013279,-1.0771179,-0.81661046,-0.9004279,549,13,1,219,638,44,797,223
-0.69256926,1.2295934,1.0974866,0.7434231,1.2145996,1.0353872,0.9615064,1.3483498,-1.0802095,0.2800676,0.90852237,406,4,0,34,757,48,62,295
-0.3600628,-1.011488,0.18366994,0.7899986,-1.046291,0.18044187,-0.30574274,0.6053541,0.49145973,0.5350778,0.5333,618,3,1,756,496,30,519,449
2.5740108,-0.26447812,-1.673986,-0.20301624,-0.29818016,-1.6880618,-0.23555157,1.3612074,-1.1623203,1.0015619,1.3796941,224,0,0,1,668,42,493,287
1.6809998,0.8935269,-0.33798334,-0.8164118,0.9306803,-0.3801054,-0.46785253,1.3822312,1.2662864,0.9286902,1.3559262,402,12,0,907,74,8,671,43
1.8298364,-0.22096138,-0.11126842,0.023477424,-0.14337988,-0.12356692,-1.1886553,1.3590217,0.61868453,-0.6276475,0.92829883,153,4,1,932,460,6,974,276
2.6253402,-0.7895917,-1.4593679,-0.8765785,-0.82018346,-1.4694811,-0.79343426,-0.1337976,0.6526479,-0.9738571,0.46904424,305,7,1,698,674,35,400,496
2.3945334,-0.36404014,-2.0435066,-0.13610275,-0.39460734,-2.0583906,1.4865264,1.4741145,-0.6334432,-0.5131984,0.4448983,557,13,1,63,506,42,307,303
2.547299,-1.3447956,-2.8864932,-1.0729121,-1.3408588,-2.8791354,0.163214,1.4546605,-1.2180912,-0.19914469,1.3796941,539,2,0,642,657,21,838,363
-0.5145346,0.016991872,0.9713725,0.25482148,-0.01882756,0.9767474,2.114028,-1.5709002,-0.046853084,-0.59649575,-0.39783582,271,3,1,973,72,32,153,385
2.5987926,1.1226044,-1.5835134,-1.5641733,1.0562005,-1.590339,0.26361778,1.4853671,-1.1496768,-0.19543494,0.9332316,522,0,1,48,438,1,399,131
1.7243621,1.0488074,1.3413919,-0.055701993,1.1110802,1.2952209,0.095299706,1.3985807,-1.111797,-1.399891,0.014953125,120,3,1,15,164,44,448,423
0.3093314,-0.39592543,-1.7109433,-0.86402476,-0.34048173,-1.7205153,0.24574395,1.4956357,0.34175688,-0.39974564,0.022332821,600,9,1,712,724,42,357,133
2.566275,2.1594412,-2.0634477,-0.32078174,2.0637777,-2.105347,-0.29495454,-1.6410596,-0.24053533,-0.22903013,-0.9245074,477,4,1,13,11,46,919,216
0.33846268,-1.3321146,-0.013935343,-0.101525195,-1.2092602,-0.04144061,-0.44101876,1.447196,-0.6254446,0.036679294,0.012087719,235,12,1,908,898,24,134,173
2.6473815,0.07009154,0.5021329,-0.49472898,0.04210611,0.52490157,0.5817496,0.44516745,-0.2849312,-0.51716065,-1.3500817,384,7,0,330,470,15,252,109
1.5751998,0.16611212,-0.42292714,0.16389264,0.17110729,-0.4414463,0.7265908,1.487072,0.47005528,-1.5750614,0.497919,156,4,1,196,855,40,602,44
-0.4440836,-0.7917743,-0.4016409,0.2073675,-0.7928778,-0.4220672,-0.89732295,1.3641008,-1.0885901,-0.22157487,-0.9345725,181,4,0,606,650,14,889,224
-1.7776552,0.79937166,1.4888996,0.81619173,0.7885603,1.4906961,0.6611349,1.3891,1.1595873,-1.080316,0.5010031,655,11,1,227,270,16,582,443
2.4971273,-1.0661181,-0.61321175,0.7440003,-1.1662239,-0.61785334,1.9684217,-0.62675095,1.4891286,-0.4138722,-0.94136584,259,1,1,967,235,17,387,412
2.6444137,-0.30892876,0.99731714,1.7325188,-0.33274674,0.9568529,-0.06508991,1.3720047,0.18008763,-0.51410943,1.0025307,248,7,0,222,514,32,921,131
2.8360128,-1.375013,-0.2178542,-0.1828615,-1.4196775,-0.19160536,-0.30212808,1.492875,-0.4801985,-0.48417735,-0.922005,11,6,0,638,676,17,981,254
1.6076628,-2.2844722,0.6751599,0.5592984,-2.3122027,0.7210985,-1.01418,1.4933771,1.0831001,-0.72751194,-1.3500817,604,12,1,832,143,10,396,173
-0.91285723,-0.64031893,-0.033464838,1.0716158,-0.69260436,-0.0164837,-0.264826,-1.8789006,0.45970362,-0.5756686,0.9652358,210,3,0,354,445,30,672,473
2.4371176,-1.6971555,-0.6363067,0.011551382,-1.7597358,-0.61518055,-1.3211395,-1.2279735,1.5678273,-1.6847849,-0.92191184,331,13,0,805,317,17,847,139
1.7290776,1.1133579,0.32968104,0.23262705,1.1520668,0.33006933,1.2161301,1.3547037,-1.3867476,-0.74364513,0.9770275,145,5,0,159,295,19,488,68
0.29808915,1.1361467,-0.4167729,-0.4116218,1.1057553,-0.3852296,-0.1263071,-1.7322644,1.4474152,0.5445468,0.9611822,660,5,1,632,639,45,772,482
-0.23698734,-0.29153764,0.71794814,0.17888959,-0.3385041,0.7340699,1.6633584,1.3756841,1.0002457,0.40235963,-1.3290216,287,3,1,747,479,41,958,417
-0.92329997,-0.38970047,-0.7945751,1.1204991,-0.38040856,-0.85195374,0.31749356,-0.41140175,0.43979242,-1.3691599,0.9308088,94,5,1,181,52,14,392,479
2.573293,-0.5587592,-1.887453,-0.14467059,-0.56912297,-1.853163,-1.1063254,1.3317226,0.35542533,1.0784054,0.4572973,259,0,1,402,573,11,675,12
1.533288,0.20131543,0.14807747,1.7737069,0.18535876,0.19500615,-1.0442592,1.4952775,0.8101325,-0.5056414,-1.3500817,450,12,0,69,227,43,575,466
-0.38557923,-1.2710708,-0.22720227,-0.11035414,-1.2671795,-0.24470876,-1.4050525,1.342464,-0.7919527,-0.3276383,0.9580413,550,5,0,553,340,24,943,8
2.4958541,-1.4456271,0.66136193,-0.42126462,-1.4635882,0.67416126,0.9235495,1.3760312,-0.72872126,-0.27710596,-1.3500817,60,1,0,252,749,33,832,305
-0.3726332,1.3103942,0.1727824,-0.26591983,1.2700661,0.09716432,-1.3124149,0.90729916,-0.9463233,-1.1824713,1.3796941,331,3,1,46,23,19,438,335
2.698565,0.68621075,-1.3150798,-1.245711,0.6491875,-1.3399676,0.41348097,0.5673048,-0.25809434,-1.7005368,1.0217028,649,6,1,499,543,2,788,377
-1.1224048,0.8613583,1.0511782,-2.081208,0.8383305,1.020862,-0.32305777,0.12179891,-1.3795844,-1.121553,-1.3500817,638,11,0,657,224,27,804,436
-0.3482084,0.31488162,0.9339212,-0.84998655,0.28443018,0.9491123,0.07112517,1.3781776,-0.96928656,-0.7493637,-0.47436443,11,5,1,414,105,32,71,275
1.7271066,0.5518204,-0.39617637,0.89849603,0.50686145,-0.36443222,-0.70883524,1.3744121,-0.24147536,-0.21208149,-1.3500817,330,9,1,896,359,8,790,325
0.33040708,0.46003515,-0.5010378,0.3293443,0.47770226,-0.55126476,2.133735,0.91069204,-0.9698578,-0.9618475,1.3168778,256,10,0,841,670,22,150,361
1.7535559,1.1563772,-1.1170492,-0.72880393,1.2654366,-1.1716521,0.5695157,1.375051,1.3700701,-0.99748415,0.017923668,214,9,1,191,8,20,695,86
2.3899043,1.6893045,1.213501,-0.8872821,1.6756234,1.174182,-1.8806752,-1.4250842,-1.5168113,-0.70691806,0.0070132553,364,13,1,64,409,34,616,318
2.6751308,1.3914269,1.053581,-1.1434624,1.3764206,1.0621656,0.85798275,1.4771694,0.4677237,0.42548305,0.48188818,607,6,1,688,398,34,788,468
-0.96847343,-0.31145737,-1.5649071,1.3743957,-0.28148022,-1.5733004,-1.4903347,-0.5284079,0.9287973,-0.6509238,0.48787075,522,5,1,176,569,42,271,361
1.761295,0.8968267,1.2213284,-0.648776,0.9027754,1.1857903,1.7784505,1.4753203,-0.7778355,-1.3933039,0.9462462,420,10,1,575,410,16,622,436
1.6859016,-1.3344561,0.26235947,0.3441599,-1.3414626,0.25513086,2.3486993,1.356178,-0.8089663,0.8347559,-0.95529145,600,10,1,227,281,28,887,411
